FISH-QUANT	v3a
File-version	3D_v1
RESULTS OF SPOT DETECTION PERFORMED ON 24-Oct-2018 
COMMENT	
IMG_Raw	C2-20180703_a1_grk_OE_oocyte_stg4_phalloidin488_grk546_30x_SI_gal_ave4_L140__Z_004.oir.ome.tif
IMG_Filtered	
IMG_DAPI	
IMG_TS_label	
FILE_settings	C2-20180703_a1_grk_OE_oocyte_stg4_phalloidin488_grk546_30x_SI_gal_ave4_L140__Z_004.oir.ome__settings_MATURE.txt
PARAMETERS
Pix-XY	Pix-Z	RI	Ex	Em	NA	Type
140	720	1.33	547	583	1.4	widefield
CELL_START	EntireImage
X_POS	1	1	1024	1024	
Y_POS	1	768	768	1	
Z_POS	
CELL_END
SPOTS_START
Pos_Y	Pos_X	Pos_Z	AMP	BGD	RES	SigmaX	SigmaY	SigmaZ	Cent_Y	Cent_X	Cent_Z	MuY	MuX	MuZ	ITERY_det	Y_det	X_det	Z_det	Y_min	Y_max	X_min	X_max	Z_min	Z_max	INT_raw	INT_filt	SC_det	SC_det_norm	TH_det	TH_fit	IN_nuc
220.621	57656	29860.1	443.408	279.861	759183	204.885	204.885	678.248	278.488	261.76	2751.85	220.621	115.971	2500.12	10	3	414	43	1	5	412	416	39	47	721	90.2536	23.7056	0.11342	1	1	-1
248.138	90254.2	23563.6	1357.12	435.804	5.08882e+06	284.22	284.22	710.656	269.628	269.86	2740.49	248.138	234.161	2683.64	9	3	646	34	1	5	644	648	30	38	1780	224.413	58.1223	0.278087	1	1	-1
541.641	44424.3	23700.5	331.155	292.287	1.02233e+06	143.241	143.241	575.169	287.248	283.041	3007.34	261.641	324.341	2820.51	12	5	318	34	3	7	316	320	30	38	652	87.113	21.6285	0.103482	1	1	-1
506.107	77472.6	16357.8	431.438	243.816	447543	155.687	155.687	516.331	276.32	281.294	2914.21	226.107	332.61	2677.81	9	5	554	24	3	7	552	556	20	28	630	89.7371	20.1483	0.0963996	1	1	-1
539.264	83957.2	30515.5	668.574	302.157	1.45446e+06	274.146	274.146	689.798	276.989	296.531	2637.16	259.264	377.191	2435.49	10	5	600	44	3	7	598	602	40	48	981	138.182	29.7741	0.142455	1	1	-1
711.351	87428.5	27616.5	879.425	255.344	5.54813e+06	432.922	432.922	1556.9	297.678	284.513	2687.32	431.351	348.474	2416.47	11	5	625	40	3	7	623	627	36	44	1361	159.878	53.5715	0.256314	1	1	-1
814.923	52732.7	34593	293.721	234.023	617038	264.22	264.22	993.581	297.337	278.646	3032.38	394.923	232.67	3633.03	11	6	378	48	4	8	376	380	44	52	635	89.624	19.7098	0.0943019	1	1	-1
671.993	57989.9	25395	604.137	248.419	634419	183.812	183.812	576.248	272.35	284.007	2964.3	251.993	309.923	3074.99	8	6	415	36	4	8	413	417	32	40	795	144.743	29.5955	0.1416	1	1	-1
783.586	85090.5	29901.8	995.101	175.109	4.48168e+06	450.894	450.894	1898.03	294.349	294.676	2713.79	363.586	390.46	2541.85	14	6	608	43	4	8	606	610	39	47	1570	158.453	49.5066	0.236865	1	1	-1
698.807	86722.7	28994.8	676.726	232.473	3.7865e+06	492	492	1668.08	279.744	272.375	2314.48	278.807	202.721	1634.83	12	6	621	43	4	8	619	623	39	47	1118	125.781	37.8099	0.180902	1	1	-1
850.613	49749	30903.6	523.573	302.715	1.39148e+06	98.5788	98.5788	289.13	285.526	265.966	2898.03	290.613	329.026	2823.64	12	7	356	44	5	9	354	358	40	48	669	85.7609	24.4327	0.116898	1	1	-1
970.578	86398.9	28989.9	708.22	273.378	3.6244e+06	492	492	1523.99	288.393	284.22	2611.69	410.578	298.898	2349.85	13	7	618	42	5	9	616	620	38	46	1230	134.263	39.0568	0.186868	1	1	-1
